0 0 0 0.019663 1 0 0.5 -0.5 0.025
-0.036045 0.00017998 0 0.01969 1 0.01 0.5 -0.49 0.025
-0.069008 0.0004995 0 0.019672 1 0.02 0.5 -0.48 0.025
-0.099389 0.00071088 0 0.019589 1 0.03 0.5 -0.47 0.025
-0.12767 0.00067721 0 0.019412 1 0.04 0.5 -0.46 0.025
-0.15444 0.0003782 0 0.019109 1 0.05 0.5 -0.45 0.025
-0.18022 -0.00012307 0 0.018647 1 0.06 0.5 -0.44 0.025
-0.20539 -0.00071206 0 0.017986 1 0.07 0.5 -0.43 0.025
-0.23016 -0.0012626 0 0.017093 1 0.08 0.5 -0.42 0.025
-0.25443 -0.0016623 0 0.015924 1 0.09 0.5 -0.41 0.025
-0.27792 -0.0018364 0 0.014448 1 0.1 0.5 -0.4 0.025
-0.3001 -0.001736 0 0.012628 1 0.11 0.5 -0.39 0.025
-0.32047 -0.001361 0 0.010457 1 0.12 0.5 -0.38 0.025
-0.33841 -0.00072147 0 0.0079194 1 0.13 0.5 -0.37 0.025
-0.35347 0.00014117 0 0.0050355 1 0.14 0.5 -0.36 0.025
-0.36516 0.0011845 0 0.0018201 1 0.15 0.5 -0.35 0.025
-0.37321 0.0023487 0 -0.0016835 1 0.16 0.5 -0.34 0.025
-0.37762 0.0035711 0 -0.0054166 1 0.17 0.5 -0.33 0.025
-0.37845 0.0047934 0 -0.009319 1 0.18 0.5 -0.32 0.025
-0.37588 0.0059603 0 -0.013326 1 0.19 0.5 -0.31 0.025
-0.37043 0.0070321 0 -0.017368 1 0.2 0.5 -0.3 0.025
-0.36264 0.0079854 0 -0.021393 1 0.21 0.5 -0.29 0.025
-0.35289 0.0088 0 -0.025347 1 0.22 0.5 -0.28 0.025
-0.34183 0.0094832 0 -0.029197 1 0.23 0.5 -0.27 0.025
-0.32992 0.010048 0 -0.032916 1 0.24 0.5 -0.26 0.025
-0.31759 0.010515 0 -0.036489 1 0.25 0.5 -0.25 0.025
-0.30517 0.010912 0 -0.039905 1 0.26 0.5 -0.24 0.025
-0.29291 0.011271 0 -0.043179 1 0.27 0.5 -0.23 0.025
-0.28102 0.011616 0 -0.046291 1 0.28 0.5 -0.22 0.025
-0.26955 0.011975 0 -0.049266 1 0.29 0.5 -0.21 0.025
-0.25851 0.012365 0 -0.052114 1 0.3 0.5 -0.2 0.025
-0.2479 0.012802 0 -0.054842 1 0.31 0.5 -0.19 0.025
-0.2377 0.013299 0 -0.057449 1 0.32 0.5 -0.18 0.025
-0.22782 0.013859 0 -0.059945 1 0.33 0.5 -0.17 0.025
-0.21819 0.014481 0 -0.062342 1 0.34 0.5 -0.16 0.025
-0.20873 0.015163 0 -0.064642 1 0.35 0.5 -0.15 0.025
-0.1994 0.015902 0 -0.066847 1 0.36 0.5 -0.14 0.025
-0.19012 0.016691 0 -0.068959 1 0.37 0.5 -0.13 0.025
-0.18086 0.017524 0 -0.070977 1 0.38 0.5 -0.12 0.025
-0.17158 0.018396 0 -0.072902 1 0.39 0.5 -0.11 0.025
-0.16227 0.0193 0 -0.074733 1 0.4 0.5 -0.1 0.025
-0.15289 0.020231 0 -0.076468 1 0.41 0.5 -0.09 0.025
-0.14344 0.021184 0 -0.078106 1 0.42 0.5 -0.08 0.025
-0.13392 0.022155 0 -0.079647 1 0.43 0.5 -0.07 0.025
-0.12432 0.02314 0 -0.08109 1 0.44 0.5 -0.06 0.025
-0.11464 0.024137 0 -0.082425 1 0.45 0.5 -0.05 0.025
-0.10487 0.025144 0 -0.083646 1 0.46 0.5 -0.04 0.025
-0.095031 0.026158 0 -0.084764 1 0.47 0.5 -0.03 0.025
-0.085122 0.027176 0 -0.085778 1 0.48 0.5 -0.02 0.025
-0.075164 0.028197 0 -0.086689 1 0.49 0.5 -0.01 0.025
-0.065189 0.029215 0 -0.087497 1 0.5 0.5 0 0.025
-0.055134 0.030235 0 -0.088165 1 0.51 0.5 0.01 0.025
-0.044981 0.031257 0 -0.088734 1 0.52 0.5 0.02 0.025
-0.034759 0.032278 0 -0.0892 1 0.53 0.5 0.03 0.025
-0.024482 0.033295 0 -0.089558 1 0.54 0.5 0.04 0.025
-0.014154 0.034307 0 -0.089806 1 0.55 0.5 0.05 0.025
-0.003768 0.035309 0 -0.089933 1 0.56 0.5 0.06 0.025
0.0066712 0.0363 0 -0.089941 1 0.57 0.5 0.07 0.025
0.017159 0.037279 0 -0.089842 1 0.58 0.5 0.08 0.025
0.027696 0.038243 0 -0.089633 1 0.59 0.5 0.09 0.025
0.038283 0.03919 0 -0.089316 1 0.6 0.5 0.1 0.025
0.048921 0.040116 0 -0.088891 1 0.61 0.5 0.11 0.025
0.059612 0.041021 0 -0.088359 1 0.62 0.5 0.12 0.025
0.07036 0.0419 0 -0.087721 1 0.63 0.5 0.13 0.025
0.081168 0.042751 0 -0.086979 1 0.64 0.5 0.14 0.025
0.092042 0.043573 0 -0.086136 1 0.65 0.5 0.15 0.025
0.10299 0.044361 0 -0.085193 1 0.66 0.5 0.16 0.025
0.11401 0.045115 0 -0.084153 1 0.67 0.5 0.17 0.025
0.12513 0.045832 0 -0.08302 1 0.68 0.5 0.18 0.025
0.13634 0.046508 0 -0.081793 1 0.69 0.5 0.19 0.025
0.14768 0.047139 0 -0.08047 1 0.7 0.5 0.2 0.025
0.15913 0.047725 0 -0.079062 1 0.71 0.5 0.21 0.025
0.17071 0.048266 0 -0.077574 1 0.72 0.5 0.22 0.025
0.18243 0.048756 0 -0.076007 1 0.73 0.5 0.23 0.025
0.1943 0.049186 0 -0.074357 1 0.74 0.5 0.24 0.025
0.20631 0.04956 0 -0.072639 1 0.75 0.5 0.25 0.025
0.21845 0.049867 0 -0.070852 1 0.76 0.5 0.26 0.025
0.2307 0.050102 0 -0.069002 1 0.77 0.5 0.27 0.025
0.24305 0.050258 0 -0.067097 1 0.78 0.5 0.28 0.025
0.25544 0.050327 0 -0.065143 1 0.79 0.5 0.29 0.025
0.26782 0.050291 0 -0.063148 1 0.8 0.5 0.3 0.025
0.28013 0.050147 0 -0.061124 1 0.81 0.5 0.31 0.025
0.29229 0.04988 0 -0.059082 1 0.82 0.5 0.32 0.025
0.30419 0.049468 0 -0.057034 1 0.83 0.5 0.33 0.025
0.31572 0.048901 0 -0.054996 1 0.84 0.5 0.34 0.025
0.32676 0.048164 0 -0.052984 1 0.85 0.5 0.35 0.025
0.33718 0.047237 0 -0.051017 1 0.86 0.5 0.36 0.025
0.34684 0.046103 0 -0.049114 1 0.87 0.5 0.37 0.025
0.35567 0.04475 0 -0.047293 1 0.88 0.5 0.38 0.025
0.36359 0.043144 0 -0.045575 1 0.89 0.5 0.39 0.025
0.37073 0.041254 0 -0.043977 1 0.9 0.5 0.4 0.025
0.37752 0.038997 0 -0.042519 1 0.91 0.5 0.41 0.025
0.3851 0.036268 0 -0.041208 1 0.92 0.5 0.42 0.025
0.39587 0.032889 0 -0.04005 1 0.93 0.5 0.43 0.025
0.41384 0.02869 0 -0.039034 1 0.94 0.5 0.44 0.025
0.44558 0.023522 0 -0.038148 1 0.95 0.5 0.45 0.025
0.49925 0.017485 0 -0.03737 1 0.96 0.5 0.46 0.025
0.58272 0.011069 0 -0.036684 1 0.97 0.5 0.47 0.025
0.70002 0.0052562 0 -0.036094 1 0.98 0.5 0.48 0.025
0.845 0.0012895 0 -0.035624 1 0.99 0.5 0.49 0.025
1 0 0 -0.035324 1 1 0.5 0.5 0.025
