0 0 0 0.00068984 1 0 0 0 0.025
0.0002636 0.065539 0 0.0007261 1 0.01 0.01 0 0.025
0.00064755 0.1207 0 0.00068264 1 0.02 0.02 0 0.025
0.00067865 0.16616 0 0.0005279 1 0.03 0.03 0 0.025
7.2786e-05 0.20284 0 0.00022958 1 0.04 0.04 0 0.025
-0.0012462 0.23229 0 -0.00023623 1 0.05 0.05 0 0.025
-0.0032144 0.2561 0 -0.00088863 1 0.06 0.06 0 0.025
-0.005683 0.2758 0 -0.0017425 1 0.07 0.07 0 0.025
-0.0084672 0.29266 0 -0.002803 1 0.08 0.08 0 0.025
-0.011413 0.30742 0 -0.0040839 1 0.09 0.09 0 0.025
-0.014391 0.32055 0 -0.0055859 1 0.1 0.1 0 0.025
-0.017313 0.33211 0 -0.0073178 1 0.11 0.11 0 0.025
-0.020125 0.34211 0 -0.0092703 1 0.12 0.12 0 0.025
-0.022789 0.35036 0 -0.011442 1 0.13 0.13 0 0.025
-0.02529 0.35677 0 -0.013816 1 0.14 0.14 0 0.025
-0.027613 0.36115 0 -0.016379 1 0.15 0.15 0 0.025
-0.029752 0.36344 0 -0.019109 1 0.16 0.16 0 0.025
-0.031712 0.36367 0 -0.021976 1 0.17 0.17 0 0.025
-0.033495 0.36186 0 -0.024951 1 0.18 0.18 0 0.025
-0.035107 0.35809 0 -0.028005 1 0.19 0.19 0 0.025
-0.036566 0.35258 0 -0.031103 1 0.2 0.2 0 0.025
-0.037892 0.34555 0 -0.034216 1 0.21 0.21 0 0.025
-0.039094 0.33714 0 -0.037317 1 0.22 0.22 0 0.025
-0.040196 0.32765 0 -0.040382 1 0.23 0.23 0 0.025
-0.041217 0.3173 0 -0.04339 1 0.24 0.24 0 0.025
-0.042175 0.30631 0 -0.046325 1 0.25 0.25 0 0.025
-0.043087 0.29487 0 -0.049173 1 0.26 0.26 0 0.025
-0.04397 0.28319 0 -0.051933 1 0.27 0.27 0 0.025
-0.044834 0.27138 0 -0.054584 1 0.28 0.28 0 0.025
-0.04569 0.25958 0 -0.057134 1 0.29 0.29 0 0.025
-0.046546 0.24784 0 -0.059585 1 0.3 0.3 0 0.025
-0.047406 0.23623 0 -0.061934 1 0.31 0.31 0 0.025
-0.048274 0.22478 0 -0.064174 1 0.32 0.32 0 0.025
-0.049151 0.2135 0 -0.066311 1 0.33 0.33 0 0.025
-0.050038 0.20237 0 -0.06835 1 0.34 0.34 0 0.025
-0.050934 0.19137 0 -0.070291 1 0.35 0.35 0 0.025
-0.051838 0.18047 0 -0.072135 1 0.36 0.36 0 0.025
-0.052749 0.16967 0 -0.073882 1 0.37 0.37 0 0.025
-0.053667 0.15892 0 -0.075533 1 0.38 0.38 0 0.025
-0.05459 0.14821 0 -0.077086 1 0.39 0.39 0 0.025
-0.055518 0.13751 0 -0.078542 1 0.4 0.4 0 0.025
-0.056452 0.12681 0 -0.079899 1 0.41 0.41 0 0.025
-0.05739 0.11609 0 -0.081158 1 0.42 0.42 0 0.025
-0.058335 0.10534 0 -0.082318 1 0.43 0.43 0 0.025
-0.059285 0.094569 0 -0.083379 1 0.44 0.44 0 0.025
-0.060244 0.083755 0 -0.084331 1 0.45 0.45 0 0.025
-0.061212 0.0729 0 -0.085169 1 0.46 0.46 0 0.025
-0.062191 0.062008 0 -0.085903 1 0.47 0.47 0 0.025
-0.06318 0.051081 0 -0.086536 1 0.48 0.48 0 0.025
-0.06418 0.04014 0 -0.087067 1 0.49 0.49 0 0.025
-0.065189 0.029215 0 -0.087497 1 0.5 0.5 0 0.025
-0.066217 0.018255 0 -0.08779 1 0.51 0.51 0 0.025
-0.067264 0.0072246 0 -0.087986 1 0.52 0.52 0 0.025
-0.06833 -0.003845 0 -0.088079 1 0.53 0.53 0 0.025
-0.069414 -0.014935 0 -0.088069 1 0.54 0.54 0 0.025
-0.070515 -0.026042 0 -0.087952 1 0.55 0.55 0 0.025
-0.071638 -0.037167 0 -0.087719 1 0.56 0.56 0 0.025
-0.072781 -0.048308 0 -0.087373 1 0.57 0.57 0 0.025
-0.073942 -0.059462 0 -0.086925 1 0.58 0.58 0 0.025
-0.075121 -0.070628 0 -0.086373 1 0.59 0.59 0 0.025
-0.076316 -0.081805 0 -0.085719 1 0.6 0.6 0 0.025
-0.077527 -0.092993 0 -0.084963 1 0.61 0.61 0 0.025
-0.078751 -0.10419 0 -0.084108 1 0.62 0.62 0 0.025
-0.079984 -0.1154 0 -0.083154 1 0.63 0.63 0 0.025
-0.081224 -0.12661 0 -0.082103 1 0.64 0.64 0 0.025
-0.082465 -0.13782 0 -0.080959 1 0.65 0.65 0 0.025
-0.083703 -0.14903 0 -0.079725 1 0.66 0.66 0 0.025
-0.084931 -0.16023 0 -0.078402 1 0.67 0.67 0 0.025
-0.086144 -0.17142 0 -0.076995 1 0.68 0.68 0 0.025
-0.087334 -0.18258 0 -0.075504 1 0.69 0.69 0 0.025
